X'015c12714158650bc0a80134'
X'e5f11441425c5617c0a80133'
X'e7436e2742d58628c0a80133'
X'e7fb52e43a039bb9c0a801e0'
X'e8ab02a4458332a1c0a80134'
X'ea2642733a3d83ebc0a80119'
X'ea2b0122444bdaabc0a80133'
X'ead937c13c2293aec0a801e0'
X'ec6f0a183a6b4bd4c0a801e1'
X'ed2c49b73c42555cc0a801e0'
X'ef0918d93b01e29ec0a801e1'
X'ef9440a4424832efc0a80134'
X'f163168a4202a598c0a80132'
X'f23874c34a80678dc0a80146'
X'f2c16e4d48100e14c0a80134'
X'f3534e77461e6d34c0a80133'
X'f5014f97408ecc62c0a80133'
X'f97b5a183c581e81c0a801e0'
X'f9d558ce423a36f3c0a80134'
X'fb474fd642c7f299c0a80132'
X'fbd535a53d52d4acc0a801e2'
X'fd37568d3bdc5c23c0a801e1'
X'fd8e00a03da5bed6c0a80133'
X'fddb2ae4416892f9c0a80134'
X'fe874908407179a8ffffffff'
X'ffb73c5945c68400c0a80132'
X'ffbf4b0b466a68a4c0a80134'
