X'02d766c03c9b835cc0a80118'
X'b3216b2249a5f6fac0a80133'
X'b6593c6f406c89bfffffffff'
X'b7b11b583e1102c3c0a80133'
X'bc1d20d43a9d6b80c0a801e0'
X'bf7c34a347bd9f44c0a80133'
X'bfc51e024502a89cc0a80134'
X'c0364e894380de62c0a80132'
X'c10b4c8841e4a8f1c0a80132'
X'c2bb4d3442821659c0a80132'
X'c6125d913f292e13c0a80134'
X'c6285eda3aa238f5c0a80119'
X'c6c11b6a491d771dc0a80134'
X'c7ca39df41d70982c0a80133'
X'c87f6db03ccfcb79c0a80118'
X'c8af6d6349de4d28c0a80133'
X'ca8264d843b0ac95c0a80134'
X'cb994d2c4a68b3b8c0a80134'
X'cba6694242f0fe76c0a80132'
X'cd3d168d3b23fb70c0a80118'
X'ce35486942920c07c0a80133'
X'ceff3d693a8967a0c0a80119'
X'cf4a4f4e417288fac0a80134'
X'cfcb030047ab2844c0a80133'
X'd17b3a794e601bdbc0a80133'
X'd1e764683fc6bb53c0a80132'
X'd2ff0c0855d2f717c0a86fa6'
X'd48c33c441e743d2c0a80132'
X'd51b357e489cf925c0a80132'
X'd59f15b93a755ba2c0a80118'
X'd5a401bb400364b7c0a80133'
X'd6af66a83978dcbdc0a801e0'
X'd83846d142dedbcac0a80132'
X'dac15c834517bad6c0a80133'
X'dce62cdd40bce648c0a80134'
X'dd490cfd402fd2dcc0a80132'
X'e1734e313c181d6cc0a80118'
X'e2a1254d45a2ddc4c0a80132'
X'e3621e35410eea21c0a80132'
X'e54372db3d8e818cc0a80132'
X'e57b719a40c8e5d2c0a80132'
X'e59b54884e4a8b8ec0a80133'
X'e7e720043c735209c0a80119'
X'e858623844073dbec0a80132'
X'e96c541441dd8184c0a80132'
X'e9bc1b5c4356e07ac0a80133'
X'ead55c173cd9d8acc0a80119'
X'ee2755df39772ce6c0a801e0'
X'ef114025487783b2c0a80135'
X'f1a433563a187602c0a80118'
X'f249641a41348824c0a80133'
X'f4ff10bc4093c8d1c0a80132'
X'f64748904963e5f4c0a80135'
X'f83d3efa3b6ee1bbc0a801e1'
X'f86114e339d7720fc0a80119'
X'f92d62a94e5c3b44c0a80132'
X'fa53480b3af1d542c0a801e0'
X'fbdb03543e282a43c0a80135'
X'fc2d033940969e6cc0a80132'
X'fcab501c41921bd0c0a80133'
X'fcec17f1461ea466c0a80132'
X'fd025c23483c0721c0a80134'
X'fdb432cb3a49c746c0a801e0'
X'fe1d350543cd9163c0a80133'
X'fe4c365f3a0ad3f4c0a80118'
